 "Distance mm" R 1/R R 1/R R "scale factor" "Average 1/R"
10 354 131.96 0.007578053955744 138.86 0.007201497911566 28.87 4.80983720124697 0.007389775933655
9 328.6 113.84 0.008784258608573 112.85 0.00886132033673   0.008822789472652
8 303.2 97.32 0.010275380189067 97.51 0.010255358424777   0.010265369306922
7 277.8 78.18 0.012790995139422 80.97 0.01235025318019   0.012570624159806
6 252.4 62.65 0.015961691939346 67.69 0.014773230905599   0.015367461422472
5 227 56.13 0.01781578478532 56.07 0.017834849295524   0.017825317040422
4 201.6 46.68 0.021422450728363 47.56 0.021026072329689   0.021224261529026
3 176.2 41.98 0.023820867079562 41.56 0.024061597690087   0.023941232384824
2 150.8 41.63 0.02402113860197 42.79 0.023369946249124   0.023695542425547
1 125.4 39.19 0.025516713447308 38.96 0.025667351129364   0.025592032288336
0.5 112.7 139.7 0.007158196134574 88.28 0.01132759401903   0.009242895076802
20 608   346.2 0.002888503755055 67.76 5.10920897284534 0.002888503755055
30 862   563.748989304536 0.00177383910033 113.67  0.00177383910033
40 1116   848.078447884892 0.001179136201956 171 4.95952308704615 0.001179136201956
50 1370   1324.68861655003 0.000754894386127 267.1  0.000754894386127
60 1624   1703.10022809165 0.000587164503595 343.4  0.000587164503595
70 1878   2300.22680777201 0.000434739738108 463.8  0.000434739738108
80 2132   2790.72364108087 0.000358329999173 562.7  0.000358329999173
90 2386   3463.73092399303 0.00028870602883 698.4  0.00028870602883
