 "Distance mm" R 1/R R 1/R R "Scale factor" "Average 1/R"
10 354 106.62 0.009379103357719 114.39 0.0087420229041 26.6 4.30037593984962 0.00906056313091
9 328.6 101.31 0.009870693909782 103.4 0.009671179883946   0.009770936896864
8 303.2 94.54 0.01057753331923 83.82 0.011930326890957   0.011253930105093
7 277.8 76.63 0.013049719431032 73.88 0.013535462912832   0.013292591171932
6 252.4 69.1 0.014471780028944 63.88 0.015654351909831   0.015063065969387
5 227 60.38 0.016561775422325 56.58 0.017674089784376   0.017117932603351
4 201.6 49.96 0.020016012810248 51 0.019607843137255   0.019811927973752
3 176.2 39.91 0.025056376847908 39.91 0.025056376847908   0.025056376847908
2 150.8 38.79 0.025779840164991 37.6 0.026595744680851   0.026187792422921
1 125.4 44.67 0.022386389075442 46.81 0.021362956633198   0.02187467285432
0.5 112.7 245.3 0.004076640847941 238.2 0.004198152812762   0.004137396830352
20 608   325.9 0.003068425897515 54.59 5.96995786774134 0.003068425897515
30 862   475.824565305689 0.002101614907918 92.66  0.002101614907918
40 1116   742.082969267485 0.001347558213049 144.51 5.13516690379548 0.001347558213049
50 1370   1026.21175405449 0.000974457753041 199.84  0.000974457753041
60 1624   1506.65796957359 0.000663720645425 293.4  0.000663720645425
70 1878   1880.49812016991 0.000531773996089 366.2  0.000531773996089
80 2132   2254.8517874566 0.000443488128826 439.1  0.000443488128826
90 2386   2788.90914545133 0.000358563132697 543.1  0.000358563132697
